"name","latitude","longitude"
"Ajisia tailoring school","2.907862","30.88201"
"5×5 Aluminium & Construction Co. Limited","2.976728","30.919965"
"Gloria Alese's tailoring  shop","2.891283","30.880828"
"Molly Ayiko making soap business","2.888635","30.87926"
"Piles metal and Fabrication vurra custom","2.888652","30.879342"
"Mosville fashion centre","2.909415","30.8831"
"Prince metal fabrication workshop vurra custom","2.887623","30.879507"
"Enzata work shop","2.701092","30.851068"
"ABELE ORIS AND FAMILY WORK SHOP","2.70051","30.851783"
"Mix And Match","2.946603","30.963034"
"Super Nou Camp Limited","3.01543","30.932214"
"Weah Ways","3.015422","30.932153"
"Kamwokya Tailoring Group","2.915776","31.025347"
"Nesta's tailoring and training centre Odramacaku","3.110213","30.802167"
"Odramacaku welding","3.110315","30.802211"
"Amin Mungu Metal Fabrication and Welding Center","3.014604","30.904974"
"City Design Metal Fabrication","3.015623","30.931128"
"Ayikoru Stella Tailoring","3.018425","31.035918"
"Charles Tiyo Investment","3.018787","31.036073"
"Angu Amani tailoring training skills","3.000165","30.891671"
"AD and Brothers","3.000042","30.891618"
"Youth Livelihood Metal Fabrication","3.012963","30.938755"
"Step by Step welding and metal Fabrication","2.991191","30.88812"
"Jabs Tailoring Investment Limited","3.027254","30.924259"
"Malcolm Ventures","3.026663","30.924966"
"Asianzu Trinita Skills Development","2.989812","30.887822"
"Opebaku Grinding Mill","2.989579","30.887942"
"Odramacaku welding centre","3.10829","30.800872"
"Survivor Metal and Workshop Fabrication","3.00791","30.948252"
"Siraj and Sons Welding Fabrications","3.035619","30.929132"
"Lillian's Tailoring school","3.051429","30.797454"
"God's Power Goes Round Metal Fabrication","3.013528","30.962548"
"Itia Millers Group","3.029897","30.979205"
"Agnes's Tailoring and training centre Odramacku","3.110783","30.805198"
"Letasi Tailoring","3.110678","30.804842"
"Joseph Investment","3.010875","30.958677"
"St. Joseph Chapel Ania Grinding Mill","3.019357","31.046483"
"Siskondo and friends metal fabrication workshop","3.033328","30.913608"
"Secret and fashion design","3.033787","30.91333"
"Oluadri work shop","3.072032","30.939285"
"Ferrial metal fabrication workshop","3.024765","30.90813"
"Gertrude tailoring center","3.01283","30.902703"
"Michu","3.115185","30.864943"
"OTRAA Welding workshop","3.062774","30.933239"
"OTRA ENTERPRISE LIMITED","3.049054","30.943481"
"Afimani grinding Mill","3.048671","30.942776"
"Stress Free Enterprise Skills training","3.014362","30.901359"
"Arua classical metal fabrication workshop","3.026557","30.907927"
"Good Samaritan Tailoring","3.063802","30.939343"
"Good friends work shop","3.07055","30.938994"
"Hassan 's work","3.028982","30.913147"
"Faith metal fabrication workshop","3.031097","30.913317"
"Tongilo Orphans Metal Fabrication","3.031001","30.901678"
"Dancos welding","3.003937","30.911834"
"Royal Star Tumusha Engineering Services","3.029943","30.913246"
"Arua super welding workshop","3.012558","30.909697"
"Berlin conference youth metal fabrics","3.034953","30.91327"
"Okuyo Richard's workshop","3.035273","30.913435"
"Corner curve Grinding mill","3.008463","30.910316"
"Drati Welding WorkShop","3.028097","30.905554"
"Rainbow tailoring centre","3.027562","30.91518"
"Oli  D women and youth group","3.029652","30.91487"
"Amanyio Molly's tailoring cente","3.029993","30.915008"
"Tericco y2k metal fabrication","3.007319","30.911135"
"Getho Welders","3.029676","30.903858"
"Super Blessing Technical Services","3.028711","30.906878"
"Star Welding And Metal Fabrication","3.027924","30.908004"
"Aseru Amina","3.029505","30.910475"
"Shida Sauda Enterprise","3.029454","30.910678"
"Vicky","3.027152","30.90897"
"TK metal fabrication work shop","3.009133","30.911693"
"Chongoloya Tailoring","3.006316","30.91336"
"Younes Soaps","33.643287","42.823834"
"3D World","36.861694","42.98711"
"AlAmeen Manufacturer","36.353461","43.0917"
"Noor Studio","36.36192","43.190901"
"Special Plastic PVC","36.173794","43.933674"
"Kharma Printing","36.154062","43.98717"
"Shadan Printing","36.155855","43.990319"
"Erbil Innovation House","36.211402","43.990439"
"Deltas Manufacturer for Plastic Products","36.142571","43.994492"
"Adil Plastics","36.150833","43.994874"
"Plastic Magic","36.108369","43.995451"
"Bana Group - Bright for Detergents","36.18693","44.003668"
"Baz Plastic","36.137955","44.005561"
"AlWatania for Plastics Industries","32.597813","44.016099"
"Barakat Zamzam Co. for Polyethylene","32.605151","44.027862"
"Hargeisa Plastics","9.594257","44.042358"
"Gamuur","9.59236","44.044284"
"Drop Plastic","36.217972","44.049305"
"Anwar AlShareef Manufacturer","32.572466","44.05056"
"Golis Mineral Water","9.568924","44.064071"
"Royal Foam Factory","9.570362","44.064179"
"Turkish Star Furniture","9.57014","44.064533"
"Medical World Company","36.122261","44.07113"
"Manufacture A","9.521871","44.07291"
"Alkhayraat","9.54791","44.091136"
"Ilo Taango","9.561579","44.112607"
"Hiwa Manufacturer for Plastics","36.199423","44.141227"
"Danial Group","36.336469","44.169678"
"Mustafa AlKhayat","33.300897","44.288499"
"AlBurak Factory","33.375281","44.296746"
"AlSamer for Welding Services","33.29707","44.304949"
"AlKahimah for Plastic Bags","33.262985","44.316185"
"Style Tailor","33.344502","44.316995"
"Hidadet AlNafaq","33.308551","44.319326"
"3D Printing Figurines Company","33.312902","44.329306"
"Dijlah Manufacturer","33.349049","44.334529"
"Soft Touch Soap","33.315592","44.338164"
"Ishtar Handmade Soap","33.317987","44.346278"
"AlKawthar Plastic","33.199274","44.3595"
"Da Vinci","33.065424","44.365455"
"Foad Group for Plastic Products","35.603339","44.368073"
"Haifa Co.","33.346232","44.369661"
"SKT Face shield","33.301698","44.380695"
"AlFurat Iraq Factory","33.46735","44.381392"
"AlIsraa Company","33.472688","44.385144"
"Asad Babel","33.474824","44.385271"
"AlDuha Plastic Factory","33.46806","44.392144"
"3D U Wish","33.342915","44.393029"
"AlAndulus Plasma","33.359638","44.397093"
"Baghdad Plasma","33.35505","44.399153"
"Kemat Asia Co.","33.33163","44.412505"
"Ulameen Cad","33.29953","44.421341"
"ECO LIFE","33.30154","44.436857"
"MKM 3D Printer","33.312914","44.441139"
"IoT Maker","33.308138","44.448925"
"Makers of Baghdad","33.308262","44.449328"
"Al-Dhilal Company","33.305939","44.470096"
"AlBaraka for Plastics Industries","33.269324","44.482801"
"AlMabrook Co. for Limited Plastics Industries","33.269385","44.482903"
"Anwar AlSharqiyah","33.396598","44.49487"
"AlHayat Manufacturer","34.728731","44.593528"
"Zam Zam Food Industry","2.059882","45.265071"
"Al Naciim Miniral Water","2.041256","45.274032"
"Banaadir  Water Company","2.128822","45.290331"
"Alwan Manufacturer","34.628636","45.293031"
"Juba Pure Mineral Water","2.076627","45.298279"
"Daldis Aluminium","2.028434","45.302307"
"Hadiid Industry Group","2.037192","45.302652"
"Somali Plastic Factory","2.038289","45.302954"
"Somtang Factory","2.025764","45.310322"
"Sahha Mineral Water","2.06009","45.315518"
"Jema Miniral Water","2.045543","45.32034"
"Al Musbaax Aluminium","2.034051","45.320736"
"Afi Mineral Water","2.066596","45.324458"
"Tayo Aluminium","2.048436","45.327783"
"Dalsan Mineral Water","2.072243","45.331809"
"Musbaax Mineral Water","2.078733","45.335745"
"Asal  Mineral Water","2.050698","45.340108"
"Som Plastic Industry","2.074402","45.358064"
"AlKhaimah fro Plastics Industries","31.246345","45.364721"
"Warshadda Isbuunyada Al Furqaan","2.100506","45.371162"
"Sulaymaniyah Factory for Soap and Cosmetics","35.557322","45.442704"
"Balad AlRayan","32.497533","45.826837"
"AlBasrah Factory","30.40736","47.769465"
"Forge 3D","30.506839","47.776643"
"3D Factory","30.499391","47.781602"
"Science Camp","30.536904","47.827793"
"Science Camp (the Iraqi maker space)","30.537029","47.828159"
"Jadawel AlFurat (jafcoo)","30.517068","47.842125"
"Nakhil AlBasrah Factory for Food Packaging","30.44255","47.867845"
"FABLAB UPSACLAY","48.712546","2.167348"
"8 Fablab Drôme","44.728198","5.023439"
"A.O.C & Usinette","47.2365","2.62966"
"ACoLab","45.7959","3.07354"
"Atelier Pobot","43.6211","7.04175"
"Brewlab","48.8775","2.59016"
"Chantier Libre","45.9742","4.130899"
"Coglab","48.8684","2.35243"
"OpenLab","48.8423","2.32124"
"EnsadLab","48.8455","2.34945"
"Fablab AIR-Polytech Grenoble","45.1842","5.75423"
"Le Dôme","49.1807","-0.348044"
"FabLab du Dôme à Caen","49.181016","-0.347539"
"Fablab Champagnole","46.7473","5.91117"
"Fablab Lannion KerNEL","48.7316","-3.45071"
"Fablab Lille","50.6895","3.16271"
"Fablab Web-5","43.3476","3.22234"
"Fabrique Pola","44.854484","-0.554723"
"Flammekueche Connection - LUG","48.5789","7.75426"
"Formalab","45.0362","3.89228"
"FunLab","47.3921","0.668211"
"Gamerz","43.5257","5.41441"
"Gi-Nova","45.1907","5.7174"
"GRLFrance (Graffiti Research Lab)","48.8668","2.35401"
"INRIA Creativity Lab","45.2186","5.80769"
"LOAD","44.9162","4.91472"
"I-Lab","43.1207","5.93916"
"La Fabulerie","43.297","5.38098"
"La plage digitale","48.5729","7.75979"
"LabFab Maison des Associations","48.105","-1.67637"
"Labo d'Aix-périmentation","43.5134","5.45094"
"Le petit fablab de Paris","48.8552","2.39194"
"Lab86","48.855161","2.392018"
"Laminiak","48.854765","2.389992"
"Les Fabriques du Ponant","48.4081","-4.49815"
"L'établi","43.749","-1.32505"
"L'Etablisienne","48.8463","2.40066"
"LH3D fablab","49.4922","0.132024"
"Carrefour Numérique²","48.8956","2.38806"
"Maison Fablab Vannes - Makerspace56+ICAM","47.650392","-2.781279"
"Mutualab","50.6296","3.06142"
"Photonic Fablab","48.7067","2.17556"
"Plascilab (Planète Sciences)","48.6597","2.41561"
"Téléfab Brest","48.3587","-4.57017"
"Telefab","48.358","-4.570117"
"ThiLab","49.3489","6.1731"
"CMD-LAB FabLab Buenos Aires","-34.5856","-58.4035"
"El Reactor","-34.585564","-58.403381"
"Biofoundry","-33.8942","151.197"
"FabLab Adelaide","-34.9267","138.606"
"FabLab WA","-32.0661","115.767"
"Ars Electronica / Futurelab","48.3097","14.2843"
"ESC","47.0712","15.4423"
"Garagem FabLab","-23.5247","-46.6532"
"District3","45.497","-73.5788"
"FabLab@Marguerite (CSMB)","45.4182","-73.6216"
"FabLab CSMB (formely @Marguerite)","45.418209","-73.62159"
"FabOutaouais","45.4829","-75.6844"
"FabLab Bern","46.9404","7.43281"
"FabLab Zürich","47.3839","8.51006"
"Fablab Santiago","-33.4495","-70.6278"
"eigenbaukombinat","51.4667","11.9855"
"FabLab Berlin","52.5305","13.4134"
"FabLab Bremen","53.0777","8.83516"
"Fab Lab Fabulous St. Pauli - Hamburg Germany","53.541945","10.010486"
"bauer+planer Entwurfswerkstatt","53.541203","10.010954"
"Curious Community Labs","53.54198","10.01035"
"FabLab-Bayreuth","49.9619","11.6174"
"FabLab-Lübeck","53.8989","10.795"
"Citilab","41.3574","2.07072"
"FabLab Alicante","38.3879","-0.513932"
"FabLab Sevilla","37.3624","-5.98638"
"Fab Lab Sevilla / Escuela Tecnica Superior de Arquitectura Universidad de Sevilla","37.362274","-5.98668"
"Hangar","41.4029","2.1917"
"iceAddis","8.9806","38.7578"
"AALTO FabLab","60.189019","24.833356"
"Pixelache","60.1869","24.9738"
"Acces Space","53.3753","-1.46869"
"DIYBIOMCR","53","-2"
"LabCulture Limited","50.7326","-2.7554"
"Meltwater Entrepreneurial Scho","5.64467","-0.152527"
"Drugo more","45.3274","14.4407"
"MAMA","45.8102","15.9743"
"FabLab Budapest","47.5077","19.0623"
"Fablab Reykjavik","64.1016","-21.8232"
"FabLab Biella","45.5746","8.05406"
"FabLab Napoli","40.9287","14.188"
"FabLab Palermo","38.1214","13.3538"
"Fablab Venezia","45.4674","12.2184"
"Mediterranean FabLab","40.7051","14.7046"
"Fablab Kamakura","35.3215","139.55"
"FabLab Kitakagaya","34.6233","135.475"
"FabLab Sendai","38.25869","140.875081"
"Fablab Shibuya","35.6607","139.698"
"iHub","-1.30819","36.7331"
"CYLAND MediaArtLab Vilnius","54.6872","25.2796"
"BioArt Laboratories","51.4509","5.45309"
"FabLab Enschede","52.2208","6.88388"
"V2_ Institute of the Unstable","52","4"
"Solvik Gard","69.576047","20.21887"
"FabLab ESAN","-12.1127","-76.9737"
"Opo Lab","41.1523","-8.60242"
"FABLAB Porto -OPO LAB","41.152311","-8.602411"
"new media center_kuda","45.2498","19.8501"
"FabLab Paramaribo","5.85204","-55.2038"
"Atrak'Art","48.1943","17.0321"
"Kibla","46.5577","15.6493"
"Hive Colab","0.341899","32.5912"
"Biotech&Beyond","33.135599","-117.275"
"Champaign-Urbana Community Fab","40.102064","-88.224819"
"CYLAND MediaArtLab New-York","40.7238","-74.0014"
"FabLab Baltimore","39.2527","-76.734"
"Fair Use Building and Research","40.5055","-74.4325"
"Incite Focus FabLab","42.3283","-83.0496"
"The S.T.E.A.M. Room Fab Lab","41.6611","-91.5302"
"Rlabs","-33.9539","18.5325"
"BongoHive","-15.4047","28.3224"
"Fablab Moebius","48.402885","2.695665"
"Fablab Mons","50.4444","3.95093"
"Fablab Château-Thierry","49.037","3.39848"
"Fablab La Côte","46.459394","6.209565"
"Die Werke","52.3911","9.73295"
"Fablab El Paso","31.7673","-106.486"
"Lorem","48.8274","2.31144"
"LOREM 3D FABLAB","48.827411","2.310961"
"Mon atelier en ville","48.8679","2.34614"
"Biotehna","46.0558","14.5041"
"Fablab Renens","46.5274","6.59295"
"Mips Lab","43.2992","-0.366691"
"Fablab Sud 31-Val d'Ariège","43.3138","1.53189"
"Le FabLab de Cap Sciences","44.85972","-0.553709"
"Fablab Mobile","48.6814","2.17076"
"Club Scientifique & Radioamateur de Rueil-Malmaison","48.864134","2.194427"
"Fablab Les Usines","46.5162","0.336475"
"Fabrik'numérique","48.9449","2.57903"
"Whitespace (0x20)","51.0597","3.73243"
"Micro Factory","50.8542","4.34714"
"Hackerspace Brussels (HSBXL)","50.8482","4.3388"
"Fablab Bratislava","48.1539","17.0719"
"Timelab","51.0427","3.73822"
"Makilab","50.6695","4.62187"
"Staten Island  MakerSpace","40.6047","-74.0917"
"FabLab Luzern","47.0149","8.30488"
"SoFab","43.615","7.08052"
"Fablab du pays de Lorient","47.741798","-3.407276"
"VoLab","49.0225","2.03241"
"Fablab Oita","33.2413","131.6"
"Ycam Edu Lab","34.1695","131.467"
"Frenchmakers","47.242","6.0075"
"Laboratoire Ouvert Grenoblois","45.1853","5.7111"
"OpenFactory","45.4494","4.38589"
"DataPaulette","48.8555","2.42702"
"Le Boc@l","47.2161","-0.72719"
"Fablab Marseille","43.3425","5.43728"
"Stadslab Rotterdam","51.9173","4.48462"
"Fablab Arnhem","51.9873","5.9512"
"La Fruitière numérique - Fablab Lourmarin","43.7661","5.3642"
"FAB LAB Sardegna Ricerche","38.9902","8.93037"
"Fab Lab Olbia","40.9349","9.48335"
"Kathmandu Living Labs","27.7227","85.3309"
"Hochelab","45.5514","-73.539"
"FabLab Fribourg-Freiburg","46.79","7.14"
"Fab'Alpes","44.5595","6.07606"
"Info@Leze","43.413","1.38973"
"Bonevet","42.3798","20.4265"
"Bonevet Makerspace","42.379617","20.431384"
"Canberra Makerspace","-35.216589","149.09659"
"MakersCafé London","51.5273","-0.078292"
"Fabric'INSA","43.5693","1.46558"
"Technocopia","42.2774","-71.7999"
"betahaus","52.5026","13.4121"
"FabLab ?ód?","51.7539","19.4874"
"Ljudmila Art and Science Laboratory","46.0712","14.5154"
"Opendot","45.4483","9.222"
"Workbench Projects","12.9764","77.6267"
"FabLab Bangalore","12.976594","77.626765"
"FabLab Mittmach-Werkstatt Lüne","51.5913","7.54786"
"FabLab Lünen","51.591224","7.548007"
"C'Num","43.5361","6.45968"
"FabLab Neuchâtel","46.9967","6.93688"
"Vanderlab/Château éphémère","48.9438","2.02148"
"Fablab ENSAPVS - Ecole nationale d'architecture","48.8274","2.38517"
"Atelier21","48.826835","2.383711"
"Numérifab","49.2101","5.37714"
"La Quincaillerie numérique","46.172","1.86914"
"Saint-Ex, culture numérique / Artfabrique","49.249718","4.021768"
"Quai-Lab","46.52","0.31487"
"AviLab","43.9343","4.80191"
"Avilab // Fablab Avignon","43.934381","4.801477"
"Fablab du Chalonnais","46.7889","4.83555"
"Labo de la Chambre Blanche","46.8108","-71.2281"
"Pangloss Labs","46.259555","6.107684"
"Pangloss Labs #1 - Ferney-Voltaire","46.259543","6.10779"
"3615 Señor","47.2325","6.03882"
"Betamachine","48.4409","1.49305"
"Trakk","50.4637","4.85116"
"Volumes","48.8793","2.3921"
"L'atelier de René","48.8976","2.34429"
"PotentialLabs","17.3896","78.4533"
"FabLab ULB","50.827","4.3741"
"Sqylab","48.78578","1.981303"
"La Fabrique Janzé","47.958097","-1.498109"
"FabLac - fablab Léman","46.354825","6.427946"
"Epidemic","48.9278","2.52382"
"MakerConvent","41.3875","2.1811"
"Sensorica.co","45.5132","-73.5708"
"Technarium","54.6747","25.2772"
"WeMake","45.49907","9.175067"
"Les Fabriqueurs","48.8201","2.30167"
"Atelier Solidaire Saint-Ouen","48.9168","2.33683"
"Art3Fact","43.7201","-1.05086"
"Make it Marseille","43.286134","5.377451"
"El Rancho Electronico","19.4234","-99.1446"
"Coh@bit","44.791124","-0.607981"
"EspaceLab","46.7704","-71.294"
"Mars'Hack Lab","45.1837","0.655474"
"FabLab Den Haag","52.0661","4.34539"
"PlugnMake FabLab Delft","52.0083","4.361"
"Kaasfabriek Fablab Alkmaar","52.6382","4.75027"
"De WAR","52.154099","5.397371"
"FabLab+","51.219","4.40835"
"FabLab+ (Antwerpen)","51.218965","4.408353"
"CODA FabLab","52.2155","5.95843"
"CODA FabLab Apeldoorn","52.2155","5.958426"
"Makersbuzz","51.5734","5.05397"
"Jeugdfablab","52.5122","5.72348"
"de Maakschappij","53.1401","6.56027"
"De Factorij","51.4491","5.45813"
"Wowlab","52.2318","6.89424"
"Fablab Groningen","53.2143","6.56917"
"FabLab Leuven","50.8607","4.6806"
"FabLab de Stookplaats i.o.","52.221","5.19688"
"TinkerinQ FabLab Houten","52.034968","5.163806"
"Makerspace Leiden","52.1628","4.49356"
"Healthhub-Roden Fablab","53.1426","6.44229"
"SPARK Lab","51.7018","5.35195"
"Bouwkeet i.o.","51.9116","4.43778"
"Rotslab","52.0737","5.12072"
"FabLab Wageningen","51.9692","5.66539"
"L'atelier des Amis","48.8912","2.32434"
"Frack","53.1999","5.78383"
"Fablab 3D CAT","33.5914","-7.64025"
"Karkhana","27.7089","85.3306"
"Espacio Open Ribera de Deusto","43.2687","-2.96223"
"Bilbao Fab Lab - Espacio Open","43.269175","-2.962676"
"FabLab Neuenstadt","49.2374","9.3362"
"Le BêtaLab","46.2231","-0.142963"
"EasyCeram","45.8597","1.29645"
"Umakers","34.1072","-117.698"
"Fablab Coimbra","40.2281","-8.44078"
"Kyoto Design Lab","35.0262","135.781"
"Fablab Rwanda","-1.94446","30.0896"
"Institute 404","46.0413","14.4956"
"Vitamines","49.2553","-0.646426"
"Blolab","6.37029","2.39124"
"Innofab","43.622","2.26139"
"Les Inventeurs","48.8896","2.36047"
"Millaulab","44.0985","3.07918"
"Fablab Winti","47.49518","8.717473"
"FabLab SUPSI Lugano","46.0364","8.96361"
"Fab@Lac","45.749","4.87739"
"Lab Ouest","46.6728","-1.43508"
"LabFab Hub Epitech","48.1037","-1.6885"
"LabFab O Cesson","48.1296","-1.5973"
"LabFab Utice","48.1139","-1.64529"
"LabFab UR1","48.1141","-1.64021"
"LabFab Etrilab","48.0022","-1.76024"
"La Kazlab","5.50302","-54.0316"
"Villette Makerz","48.8889","2.39244"
"Fablab Valletta","35.8988","14.5083"
"Atelier Made in iKi","46.8027","5.45178"
"Atelier Made in iKi - FabLab Bresse du Jura","46.803004","5.451858"
"ESAAA lab","45.8926","6.13711"
"LAB01","45.954","5.34482"
"Tuba","45.7607","4.85837"
"Three Keys Craft Space","22.2679","114.244"
"Hall Couture","48.848","2.37407"
"Le L@bo","50.0157","4.04533"
"Maison Folie Moulins","50.6211","3.066"
"FabCafe Singapore","1.28624","103.859"
"Fablab de Crescendo","43.2454","0.081805"
"Saint-Brieuc Factory","48.5224","-2.74786"
"UBO Open Factory","48.398675","-4.497587"
"TyFab","48.398418","-4.497241"
"Human Lab / My Human Kit","48.1265","-1.7031"
"Gullivigne","47.078202","-1.290859"
"Labo Arts & Techs / Stereolux","47.206","-1.56395"
"La Cocotte numérique","45.1109","2.86981"
"Okartié","-20.9829","55.2854"
"Rutech","44.353","2.57799"
"RuTech FabLab MJC Rodez","44.353232","2.578284"
"SimplonLab","48.8606","2.41011"
"Remakery","51.4705","-0.103974"
"Hub Workshop","51.4697","-0.066793"
"London Music Hackspace","51.5111","-0.117148"
"Blackhorse Workshop","51.5909","-0.034654"
"Building BloQs","51.6086","-0.040168"
"Zios Makerspace","30.7191","76.7487"
"Chandigarh","30.71897","76.749546"
"La Fab'Brique","43.402","-0.949223"
"La Fab'Brique - Béarn des Gaves","43.402009","-0.949417"
"Institute of Making","51.5233","-0.132363"
"Fablab Fabbulle","47.827036","-69.538296"
"La Parcelle collective","50.691","3.19021"
"Le Fabricarium","50.6106","3.13778"
"MakeIT.lab @Fyxxi","51.030044","3.71963"
"WeCreate Fab Lab","52.9468","-8.03689"
"WeCreate Workspace","52.946718","-8.036766"
"La Fabrique","48.5785","7.7093"
"Tiers-lieu Limoux","43.0555","2.21284"
"YourLAB","50.4911","5.07152"
"Fablab Lapalisse","46.2489","3.63516"
"Fablab Clermont","49.3875","2.39947"
"Fablab Médialab Pays du Clermontois","49.387164","2.399225"
"Runfablab - Solidarnum","-20.9039","55.4998"
"RunFabLab","-20.904016","55.499341"
"Design.lab UAI","-33.4212","-70.5919"
"Fablab UV","-33.0459","-71.6132"
"L'Atallier","46.5697","3.32696"
"Atallier Fablab Moulins","46.56993","3.32735"
"Fab.LLab Kinshasa","-4.3198","15.3288"
"Konk Ar Lab","47.8834","-3.91581"
"La Fabritech","44.9128","4.43306"
"Hyper","48.8699","2.42381"
"Onl'fait","46.209736","6.117396"
"Inventópolis","6.2122","-75.5711"
"Lab Place","42.8714","1.22193"
"Les Copeaux Numériques","49.4225","1.06539"
"Le F@bRiquet","43.5509","1.48805"
"ICI thecamp","43.4966","5.34433"
"Le Reset","48.8625","2.35212"
"La Bricothèque FabLab de Pernes-les-Fontaines","43.9997","5.06194"
"Atelier 21 - Paléoénergétique","48.837","2.33489"
"Le Campus","48.5711","-3.81264"
"SonicLab","48.9012","2.36996"
"Village Factory","47.8886","-0.233564"
"Lab.2r","44.1083","0.894183"
"Homemakers","48.8382","2.30416"
"Ludylab","46.9226","-0.962397"
"Fablab des 3 Lapins","47.8181","6.38841"
"Fablab des fabriques","47.2196","5.9737"
"Cyberespace","45.5305","4.62047"
"The Curious Forge","39.24731","-121.026471"
"Mboalab","3.80586","11.4634"
"Le Hublot","43.7171","7.28447"
"Fablab du Plateau des Petites Roches","45.3242","5.89574"
"Générateur 9","45.7721","4.79596"
"AgriLab","49.466841","2.072854"
"Luz'In","45.5638","5.43661"
"FabLab ULB Charleroi - Fab-C","50.4059","4.48068"
"FabLab Wapi","50.6053","3.39353"
"L'e-Square Coworking & Fablab","50.2287","5.3359"
"Smart Gastronomy Lab","50.5334","4.71341"
"Wallonia e-health Living Lab","50.5045","4.71305"
"Hub créatif de Charleroi Métropole","50.4061","4.43955"
"Fablab de la Palanquee","43.4099","3.68838"
"Le labo du Florida","44.2029","0.620496"
"Artifab Fablab CMAR PACA","43.785469","7.210109"
"HoFaLab","53.5005","9.99626"
"Fablab de la vallee","48.7086","2.03871"
"LabHidouille","47.7388","7.32957"
"atelier de bidouille numerique","48.9542","4.33806"
"TIC4Ed","5.34278","-3.91961"
"FABLAB DES MONTS DE GY","47.4228","5.84197"
"FabLab de Graulhet","43.7606","1.96699"
"La Bobine Fablab Auch Gers","43.666498","0.601174"
"FABLAB LE DYNAMIK","43.848031","1.236629"
"Maker Space","54.965214","-1.602427"
"Kitchen Lab Tarvo","60.203748","24.848086"
"Smart Open Lab","39.479077","-6.341385"
"SeekMake","59.428643","24.759348"
"HOW HOUSE","48.814718","2.398258"
"Alt Lab","54.674252","25.303946"
"TOP project space","52.456131","13.402331"
"El FabSpace Lac","36.834924","10.243204"
"Dos Mares","43.294665","5.38377"
"BLIIIDA","49.126154","6.183257"
"Eco FabLab MDesign","49.126269","6.182086"
"La Fabrique Retiers","47.917029","-1.384264"
"ARS LONGA","48.866438","2.417139"
"NØ School Nevers","46.991481","3.163737"
"Fablab Agadir","30.367642","-9.542531"
"SOLU Space","60.188497","24.973382"
"Fablab Chaux-de-Fonds","47.099658","6.823128"
"Hyperlien","47.206187","-1.559457"
"CitéBOX","50.277821","3.971643"
"EUREKAFAB","44.712915","-0.581122"
"Crealab","50.643874","5.590235"
"HOBBYHIMMEL die offene Werkstatt","48.818478","9.169646"
"HOBBYHIMMEL","48.818611","9.169399"
"FABlab Mérida","38.908931","-6.339063"
"Nemeton","45.184175","5.706029"
"The Geekery","51.385249","1.385661"
"HomeLab Tuxtla","16.753801","-93.115959"
"La Gare, Centre d'Art et de Design","48.409575","-4.388047"
"FabLab - Les Franciscaines Deauville","49.354274","0.067001"
"Fab Lab Liverpool","53.405003","-2.970291"
"La Fabrique Amanlis","48.003654","-1.475092"
"L'atelier du Cyber","48.508075","-4.686945"
"le LAB","48.805489","2.235857"
"OPEN TECHNOLAB","45.700735","4.764348"
"La Bricole Numérique","47.494643","-0.589291"
"Petit Lab","48.08801","-1.671217"
"SqyBois","48.778971","1.997742"
"échofab","45.544508","-73.655668"
"Izylab","48.782985","2.175888"
"Fablab Academique Polytech Orléans","47.266384","-2.230393"
"FabLab Makerspace Rheinfelden","47.549554","7.78613"
"BioPunk Society","37.770855","-122.413571"
"Les ateliers de la Bastardière","47.922763","-2.186221"
"Le JoliLab","45.160279","5.554736"
"IDLAB","48.742985","2.391956"
"SENFABLAB","14.736682","-17.452812"
"William Factory Small Business Incubator @Traction Space","47.256962","-122.439501"
"AlpesLab","45.745354","6.420468"
"Time's Up","48.314375","14.321998"
"AnozerLab","45.254657","4.68038"
"Teijo Makerspace","60.275572","22.990419"
"Fab Lab Raseko","60.478823","22.161939"
"Martigues'FabLab","43.404247","5.051267"
"SYN FAB LAB","37.984024","23.741061"
"Pôle Numérique / FabLab Techfactory","44.737527","1.384427"
"TechF@ctory","44.737572","1.384484"
"FAB'N'LAB de Clamecy","47.461286","3.515144"
"FLMC miniLAB","47.402488","3.400048"
"FabLab du Morvan","47.298764","3.824326"
"IROKO FabLab","6.367695","2.42525"
"Le Repair","48.560043","7.779512"
"Le Pixel : FabLab de la CyberGrange","48.54664","7.769308"
"Epn by Cedeg","50.559654","4.695823"
"FABLAB H3O","-21.001194","55.678898"
"Edulab Rennes 2","48.118605","-1.702687"
"UNION LAB","-4.276315","15.237434"
"FabLab Le Pointu","43.117961","5.798417"
"Fablab La Multiprise","48.178932","3.252752"
"Solidarity Fablab Orange Digital Center","50.845631","4.356815"
"Fablab des Tracols","45.026556","5.328218"
"Artilect FabLab Toulouse","43.601741","1.442948"
"arn'eau decoupe","48.947414","2.870613"
"Fablab Soli'Seine","49.478469","0.578241"
"Made in Roch","48.411497","-1.369053"
"le ]ProtoLab[","45.768398","3.08743"
"AuxR_Factory","47.792436","3.578068"
"180 Studios Community Makerspace","38.386108","-122.719641"
"Davis Makerspace","38.544345","-121.739581"
"Girls Garage","37.878825","-122.296631"
"Mothership HackerMoms","37.848893","-122.271791"
"NIMBY LLC","37.749752","-122.187072"
"PLACE - Community Center, Makerspace & Permaculture Site","37.846217","-122.285529"
"SJCC Robotics & Automation Club (Makerspace)","37.314554","-121.929389"
"The Crucible","37.804979","-122.290642"
"TheShop.build SJ","37.382915","-121.915104"
"Hacker Lab Rocklin | Startup Coworking Maker Space","38.797115","-121.213524"
